69745000,0,0
70928100,0,0
127805200,0,0
189170800,0,0
253319600,0,0
315240700,0,0
377305800,0,0
441230800,0,0
505272700,0,0
569008300,0,0
630232700,0,0
691786000,0,0
754797700,0,0
817224400,0,0
880281800,82,3
941441300,81,6
1003477900,81,9
1063621700,77,12
1125894400,73,15
1188797000,71,18
1249799300,69,21
1311505700,69,24
1373048900,72,27
1433946400,75,30
1495939500,79,33
1556893800,80,36
1618661300,81,39
1682177600,83,42
1741889100,89,45
1804053000,99,48
1865551400,108,51
1928210900,118,54
1988757100,127,57
2051356800,134,60
2113341300,137,63
2175195600,138,66
2236586800,137,69
2298957500,136,72
2361406900,137,75
2421945400,136,78
2483881000,130,81
2546671300,125,84
2607917000,120,87
2668863300,115,90
2732220100,110,93
2794809100,104,96
2856791600,97,97
2918081300,90,94
2979993700,80,91
3043341400,74,88
3106300600,69,85
3168011500,64,82
3229936300,60,79
3291913800,56,76
3353918800,52,73
3417258600,49,70
3479887500,47,67
3541705400,46,64
3602697900,48,61
3662886000,53,58
3724885700,58,58
3788560200,62,61
3849735000,68,64
3912714700,74,67
3975399200,81,70
4037851000,89,73
4099775000,98,76
4160658900,106,79
4223712300,114,82
4283734800,120,85
4345483800,126,88
4405949000,133,91
4468731600,137,94
4530903400,140,97
4591711000,142,100
4652826200,144,103
4715155900,143,106
4776397800,141,109
4839695000,134,112
4900702000,126,115
4962833700,118,118
5023849900,110,115
5086849900,103,112
5149726200,92,109
5212047400,82,106
5273702500,74,103
5337131100,66,100
5399714200,60,97
5460123400,55,94
5521629400,50,91
5581811900,45,88
5643971800,40,85
5705293900,37,82
5768584700,35,79
5828938600,37,76
5891251200,47,73
5952785600,67,70
6013950900,91,73
6077339900,109,76
6138766400,121,79
6200840100,132,82
6262799100,137,85
6325765000,141,88
6387441900,145,91
6449712600,149,94
6510686700,151,97
6571469700,152,100
6633598500,154,103
6696402300,154,106
6758328800,155,109
6820835800,155,112
6882859100,155,115
6945230800,155,118
7007411800,156,121
7069400100,155,124
7130666100,144,127
7191731500,122,124
7254754600,97,121
7316489800,72,118
7378357800,51,115
7440396700,36,112
7501724500,26,109
7562759000,18,106
7623372800,13,103
7686112500,11,100
7747092500,9,97
7807439400,8,94
7869408800,8,91
7932375500,8,88
7993751000,7,85
8055740300,6,82
8118355600,5,79
8180405700,5,76
8241732300,5,73
8302708100,6,70
8363882500,7,67
8426508400,14,64
8488331300,30,61
8550711600,49,58
8613654800,69,61
8675987400,91,64
8736632900,109,67
8799697500,121,70
8862733500,130,73
8923809000,137,76
8985057600,142,79
9046947700,145,82
9108355500,148,85
9171157700,150,88
9231383200,153,91
9293891800,154,94
9356335200,154,97
9418062400,154,100
9479279200,155,103
9541487700,155,106
9601463700,155,109
9662461000,156,112
9723305100,154,115
9785880100,148,118
9849865000,134,121
9909720800,117,118
9971700700,104,115
10031753600,103,112
10094629500,101,109
10155747700,102,106
10218256000,99,103
10280833900,0,100
10343683400,0,97
10404877000,0,94
10467631000,0,91
10529201700,0,88
10590967200,0,85
10651446100,0,82
10712658700,0,79
10775693600,0,76
10838341500,0,73
10900748600,0,70
10961570700,0,67
11023993300,0,64
11085338400,0,61
11147451600,0,58
11209705800,0,55
11271595900,0,52
11333844800,0,49
11396816500,0,46
11458446200,0,43
11519691300,0,40
11580030400,0,37
11641067300,0,34
11703878500,0,31
11764441000,0,28
11824718800,0,25
11886697700,0,22
11949711500,0,19
12011308300,0,16
12072692500,0,13
12135687900,0,10
12198717300,0,7
12258487000,0,4
12319712900,0,1
12381721300,0,0
12443635400,0,0
12504804400,0,0
12564430100,0,0
12627049100,0,0
12689015400,0,0
12751226000,0,0
12812624700,0,0
12875424900,0,0
12938895500,0,0
13000983400,0,0
13062646100,0,0
13124521900,0,0
13186160800,0,0
13246236200,0,0
13308280800,0,0
13371431500,0,0
13436286300,0,0
13495620400,0,0
13558153200,0,0
13621085600,0,0
13682596200,0,0
13743549400,0,0
13804664700,0,0
13866668300,0,0
13928704300,0,0
13988873500,0,0
14049695800,0,0
14110840400,0,0
14171814500,0,0
14233573700,0,0
14296590700,0,0
14358458700,0,0
14419780700,0,0
14480419800,0,0
14541890600,0,0
14602587500,0,0
14664187600,0,0
14725784100,0,0
14787433800,0,0
14849684200,0,0
14910421200,0,0
14972353000,0,0
15035333600,0,0
15097366700,0,0
15158362100,0,0
15220327900,0,0
15283547500,0,0
15345429800,0,0
15406957600,0,0
15469800200,0,0
15532556600,0,0
15593816200,0,0
15655335900,0,0
15716462200,0,0
15777665800,0,0
15838930200,0,0
15900714800,0,0
15962626800,0,0
16025900900,0,0
16087314400,0,0
16148697500,0,0
